北京,6047
上海,2268
深圳,1884
杭州,1137
广州,997
成都,441
武汉,288
南京,189
厦门,116
西安,110
长沙,106
苏州,97
重庆,73
郑州,33
佛山,27
天津,27
珠海,25
福州,21
济南,20
合肥,18
大连,18
宁波,13
东莞,12
无锡,10
南宁,10
贵阳,8
常州,8
石家庄,8
昆明,8
南昌,7
兰州,5
沈阳,5
烟台,4
青岛,4
嘉兴,3
泉州,3
保定,3
海外,2
马鞍山,2
镇江,2
长春,2
秦皇岛,2
徐州,2
香港特别行政区,2
咸阳,1
宜春,1
桂林,1
台北,1
绍兴,1
澳门特别行政区,1
银川,1
济宁,1
许昌,1
绵阳,1
菏泽,1
上饶,1
唐山,1
惠州,1
西宁,1
韶关,1
汕头,1
湛江,1
朝阳,1
海口,1
中山,1
泰安,1
南阳,1
梅州,1
太原,1
怀化,1
哈尔滨,1
潍坊,1
吕梁,1
